id_manutencao,id_rebocador,data_manutencao,tipo_manutencao,componente_afetado,custo_reparo_reais,dias_inativo
947,15,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,59738,6
948,20,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,41147,10
949,24,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,81180,6
950,27,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,56842,9
951,28,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,85193,12
952,29,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,32979,5
953,30,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,77807,6
954,32,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,86819,12
955,37,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,43105,12
956,40,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,68534,5
957,41,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,38603,8
958,43,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,60209,6
959,47,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,80675,5
960,48,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,53083,8
961,50,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,29457,6
962,51,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,71118,8
963,52,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,60739,12
964,54,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,69946,7
965,56,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,36078,6
966,63,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,52898,12
967,65,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,74305,8
968,68,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,85956,5
969,69,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,64396,10
970,70,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,37553,12
971,73,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,52905,9
972,75,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,76047,10
973,77,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,25205,6
974,26,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,67580,9
975,36,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,64529,6
976,76,2024-02-15,Corretiva Nao Planejada,Sistema Elétrico,51246,5
977,10,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,48453,6
978,78,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,89706,10
979,60,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,71826,12
980,34,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,70972,6
981,79,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,89097,7
982,31,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,47669,5
983,12,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,43976,7
984,17,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,74146,10
985,19,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,35246,11
986,38,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,47526,12
987,39,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,46526,10
988,42,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,52953,10
989,45,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,45989,6
990,53,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,35060,6
991,55,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,42662,11
992,66,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,80281,7
993,67,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,61411,5
994,72,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,70838,8
995,80,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,87754,7
996,3,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,61626,9
997,14,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,39177,9
998,64,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,78249,11
999,1,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,67013,7
1000,71,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,57010,5
1001,2,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,79970,12
1002,4,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,53258,7
1003,7,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,49997,5
1004,11,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,54690,5
1005,13,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,70336,11
1006,15,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,87008,8
1007,20,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,76543,9
1008,24,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,88730,8
1009,27,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,66664,5
1010,28,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,63764,7
1011,29,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,77269,9
1012,30,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,75173,8
1013,32,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,88345,9
1014,37,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,39550,11
1015,40,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,42432,5
1016,41,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,54148,9
1017,43,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,62739,11
1018,47,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,52310,8
1019,48,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,33961,8
1020,50,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,82274,7
1021,51,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,44752,9
1022,52,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,86608,12
1023,54,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,62592,12
1024,56,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,42563,7
1025,63,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,63615,11
1026,65,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,68099,10
1027,68,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,58955,7
1028,69,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,85993,9
1029,70,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,52297,12
1030,73,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,88216,8
1031,75,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,36449,6
1032,77,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,48934,12
1033,26,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,62043,7
1034,36,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,59005,8
1035,76,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,29429,11
1036,10,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,38294,5
1037,78,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,82823,12
1038,60,2024-02-16,Corretiva Nao Planejada,Sistema Elétrico,74795,8
1039,5,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,51951,5
1040,6,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,25758,12
1041,8,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,49239,8
1042,9,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,56293,12
1043,12,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,46917,10
1044,16,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,51091,11
1045,17,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,44316,12
1046,18,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,64873,8
1047,19,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,77645,5
1048,21,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,54674,12
1049,22,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,84263,8
1050,23,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,35626,6
1051,25,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,55158,7
1052,33,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,65790,11
1053,35,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,76348,11
1054,38,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,48530,7
1055,39,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,57185,6
1056,42,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,33540,6
1057,44,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,77159,12
1058,45,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,84492,5
1059,46,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,34626,10
1060,49,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,76031,11
1061,53,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,81402,10
1062,55,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,83108,11
1063,57,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,51527,8
1064,58,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,55408,7
1065,59,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,51031,7
1066,61,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,49588,9
1067,62,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,45224,10
1068,66,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,26441,10
1069,67,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,87534,9
1070,72,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,41449,9
1071,74,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,32839,9
1072,80,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,26457,12
1073,2,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,60731,10
1074,11,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,73679,8
1075,15,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,27158,6
1076,20,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,86102,9
1077,24,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,81367,6
1078,29,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,87894,11
1079,37,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,87191,5
1080,40,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,71611,12
1081,41,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,57286,9
1082,43,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,87035,12
1083,48,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,75503,7
1084,50,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,70323,6
1085,52,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,34650,12
1086,56,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,33752,10
1087,63,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,74708,8
1088,70,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,65011,5
1089,75,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,72567,8
1090,5,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,40082,12
1091,6,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,68985,12
1092,8,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,36240,10
1093,9,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,28626,12
1094,12,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,58573,6
1095,16,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,43772,6
1096,17,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,66736,8
1097,18,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,42686,8
1098,19,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,86297,6
1099,21,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,57251,9
1100,22,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,74715,9
1101,23,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,88858,6
1102,25,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,85403,12
1103,33,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,49482,6
1104,35,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,67364,12
1105,38,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,47216,7
1106,39,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,52318,8
1107,42,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,54827,10
1108,44,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,63081,8
1109,45,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,31360,11
1110,46,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,25849,7
1111,49,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,46210,11
1112,53,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,86341,8
1113,55,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,44820,11
1114,57,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,44592,11
1115,58,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,27234,7
1116,59,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,46275,9
1117,61,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,74169,12
1118,62,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,67098,11
1119,66,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,40836,11
1120,67,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,77076,9
1121,72,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,52683,5
1122,74,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,60510,9
1123,80,2024-02-17,Corretiva Nao Planejada,Sistema Elétrico,65752,7
1124,2,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,80688,6
1125,11,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,47882,12
1126,15,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,85064,7
1127,20,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,58119,12
1128,24,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,34538,5
1129,29,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,74883,5
1130,37,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,81085,5
1131,40,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,40471,6
1132,41,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,46670,9
1133,43,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,42770,8
1134,48,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,52153,6
1135,50,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,53449,8
1136,52,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,51599,6
1137,56,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,30452,6
1138,63,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,88367,9
1139,70,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,73882,11
1140,75,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,88921,7
1141,7,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,28358,6
1142,27,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,71011,12
1143,28,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,82599,9
1144,32,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,25937,8
1145,47,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,73512,11
1146,51,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,49711,8
1147,54,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,75460,5
1148,65,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,63311,6
1149,68,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,29431,10
1150,69,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,86281,8
1151,73,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,89386,10
1152,77,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,61719,12
1153,5,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,25831,5
1154,6,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,60947,8
1155,8,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,88145,9
1156,9,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,84014,7
1157,12,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,62868,11
1158,16,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,34733,10
1159,17,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,68703,6
1160,18,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,74285,11
1161,19,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,73631,9
1162,21,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,89847,5
1163,22,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,44870,11
1164,23,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,38532,9
1165,25,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,51477,6
1166,33,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,54954,9
1167,35,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,64871,9
1168,38,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,62812,11
1169,39,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,54061,8
1170,42,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,55780,12
1171,44,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,72326,7
1172,45,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,52917,6
1173,46,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,80861,11
1174,49,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,52060,10
1175,53,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,54191,12
1176,55,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,82670,5
1177,57,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,50141,6
1178,58,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,68894,9
1179,59,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,39531,5
1180,61,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,60521,7
1181,62,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,62610,5
1182,66,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,67153,7
1183,67,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,79643,6
1184,72,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,85933,9
1185,74,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,80815,12
1186,80,2024-02-18,Corretiva Nao Planejada,Sistema Elétrico,30655,8
1187,26,2024-02-19,Corretiva Nao Planejada,Sistema de Propulsão,85497,5
1188,71,2024-02-21,Corretiva Nao Planejada,Sistema de Propulsão,29344,11
1189,26,2024-02-21,Corretiva Nao Planejada,Sistema de Propulsão,49835,5
1190,71,2024-02-22,Corretiva Nao Planejada,Sistema de Propulsão,45535,7
1191,26,2024-02-22,Corretiva Nao Planejada,Sistema de Propulsão,88583,8
1192,71,2024-02-22,Corretiva Nao Planejada,Sistema de Propulsão,43746,10
1193,26,2024-02-23,Corretiva Nao Planejada,Sistema de Propulsão,31597,9
1194,26,2024-02-24,Corretiva Nao Planejada,Sistema de Propulsão,35486,12
1195,26,2024-02-24,Corretiva Nao Planejada,Sistema de Propulsão,74493,5
1196,26,2024-02-25,Corretiva Nao Planejada,Sistema de Propulsão,25228,12
1197,71,2024-02-26,Corretiva Nao Planejada,Sistema de Propulsão,63588,11
1198,26,2024-02-26,Corretiva Nao Planejada,Sistema de Propulsão,38863,10
1199,26,2024-02-27,Corretiva Nao Planejada,Sistema de Propulsão,62406,7
1200,26,2024-02-28,Corretiva Nao Planejada,Sistema de Propulsão,43081,6
1201,26,2024-02-29,Corretiva Nao Planejada,Sistema de Propulsão,76501,9
1202,26,2024-03-01,Corretiva Nao Planejada,Sistema de Propulsão,42298,7
1203,71,2024-03-01,Corretiva Nao Planejada,Sistema de Propulsão,52410,8
1204,26,2024-03-02,Corretiva Nao Planejada,Sistema de Propulsão,33382,8
1205,26,2024-03-03,Corretiva Nao Planejada,Sistema de Propulsão,50494,8
1206,26,2024-03-04,Corretiva Nao Planejada,Sistema de Propulsão,38431,9
1207,26,2024-03-05,Corretiva Nao Planejada,Sistema de Propulsão,67023,11
1208,26,2024-03-06,Corretiva Nao Planejada,Sistema de Propulsão,56206,9
1209,26,2024-03-07,Corretiva Nao Planejada,Sistema de Propulsão,86849,10
1210,26,2024-03-07,Corretiva Nao Planejada,Sistema de Propulsão,26861,9
1211,34,2024-03-12,Corretiva Nao Planejada,Sistema de Propulsão,87950,5
1212,79,2024-03-17,Preventiva Programada,Revisao Geral,6603,1
1213,31,2024-03-17,Preventiva Programada,Revisao Geral,5307,1
1214,3,2024-03-17,Preventiva Programada,Revisao Geral,5536,1
1215,14,2024-03-17,Preventiva Programada,Revisao Geral,11024,1
1216,64,2024-03-17,Preventiva Programada,Revisao Geral,9499,1
1217,1,2024-03-17,Preventiva Programada,Revisao Geral,9780,1
1218,4,2024-03-17,Preventiva Programada,Revisao Geral,7304,1
1219,13,2024-03-17,Preventiva Programada,Revisao Geral,8841,1
1220,30,2024-03-17,Preventiva Programada,Revisao Geral,10491,1
1221,36,2024-03-17,Preventiva Programada,Revisao Geral,10374,1
1222,76,2024-03-17,Preventiva Programada,Revisao Geral,10095,1
1223,10,2024-03-17,Preventiva Programada,Revisao Geral,9337,1
1224,78,2024-03-17,Preventiva Programada,Revisao Geral,9513,1
1225,60,2024-03-17,Preventiva Programada,Revisao Geral,10596,1
1226,2,2024-03-19,Preventiva Programada,Revisao Geral,11374,1
1227,11,2024-03-19,Preventiva Programada,Revisao Geral,7378,1
1228,15,2024-03-19,Preventiva Programada,Revisao Geral,6031,1
1229,20,2024-03-19,Preventiva Programada,Revisao Geral,7102,1
1230,24,2024-03-19,Preventiva Programada,Revisao Geral,7199,1
1231,29,2024-03-19,Preventiva Programada,Revisao Geral,11754,1
1232,37,2024-03-19,Preventiva Programada,Revisao Geral,8228,1
1233,40,2024-03-19,Preventiva Programada,Revisao Geral,8318,1
1234,41,2024-03-19,Preventiva Programada,Revisao Geral,7219,1
1235,43,2024-03-19,Preventiva Programada,Revisao Geral,10380,1
1236,48,2024-03-19,Preventiva Programada,Revisao Geral,11162,1
1237,50,2024-03-19,Preventiva Programada,Revisao Geral,6635,1
1238,52,2024-03-19,Preventiva Programada,Revisao Geral,11428,1
1239,56,2024-03-19,Preventiva Programada,Revisao Geral,11003,1
1240,63,2024-03-19,Preventiva Programada,Revisao Geral,9006,1
1241,70,2024-03-19,Preventiva Programada,Revisao Geral,7753,1
1242,75,2024-03-19,Preventiva Programada,Revisao Geral,10292,1
1243,7,2024-03-19,Preventiva Programada,Revisao Geral,5770,1
1244,27,2024-03-19,Preventiva Programada,Revisao Geral,9766,1
1245,28,2024-03-19,Preventiva Programada,Revisao Geral,9515,1
1246,32,2024-03-19,Preventiva Programada,Revisao Geral,8579,1
1247,47,2024-03-19,Preventiva Programada,Revisao Geral,5305,1
1248,51,2024-03-19,Preventiva Programada,Revisao Geral,8082,1
1249,54,2024-03-19,Preventiva Programada,Revisao Geral,7486,1
1250,65,2024-03-19,Preventiva Programada,Revisao Geral,11825,1
1251,68,2024-03-19,Preventiva Programada,Revisao Geral,9734,1
1252,69,2024-03-19,Preventiva Programada,Revisao Geral,9605,1
1253,73,2024-03-19,Preventiva Programada,Revisao Geral,6945,1
1254,77,2024-03-19,Preventiva Programada,Revisao Geral,11492,1
1255,5,2024-03-19,Preventiva Programada,Revisao Geral,10185,1
1256,6,2024-03-19,Preventiva Programada,Revisao Geral,11308,1
1257,8,2024-03-19,Preventiva Programada,Revisao Geral,11595,1
1258,9,2024-03-19,Preventiva Programada,Revisao Geral,7068,1
1259,12,2024-03-19,Preventiva Programada,Revisao Geral,7301,1
1260,16,2024-03-19,Preventiva Programada,Revisao Geral,7849,1
1261,17,2024-03-19,Preventiva Programada,Revisao Geral,10524,1
1262,18,2024-03-19,Preventiva Programada,Revisao Geral,8355,1
1263,19,2024-03-19,Preventiva Programada,Revisao Geral,6267,1
1264,21,2024-03-19,Preventiva Programada,Revisao Geral,9879,1
1265,22,2024-03-19,Preventiva Programada,Revisao Geral,10181,1
1266,23,2024-03-19,Preventiva Programada,Revisao Geral,6254,1
1267,25,2024-03-19,Preventiva Programada,Revisao Geral,9577,1
1268,33,2024-03-19,Preventiva Programada,Revisao Geral,6302,1
1269,35,2024-03-19,Preventiva Programada,Revisao Geral,11450,1
1270,38,2024-03-19,Preventiva Programada,Revisao Geral,9619,1
1271,39,2024-03-19,Preventiva Programada,Revisao Geral,8134,1
1272,42,2024-03-19,Preventiva Programada,Revisao Geral,9513,1
1273,44,2024-03-19,Preventiva Programada,Revisao Geral,8425,1
1274,45,2024-03-19,Preventiva Programada,Revisao Geral,10735,1
1275,46,2024-03-19,Preventiva Programada,Revisao Geral,11463,1
1276,49,2024-03-19,Preventiva Programada,Revisao Geral,9539,1
1277,53,2024-03-19,Preventiva Programada,Revisao Geral,8472,1
1278,55,2024-03-19,Preventiva Programada,Revisao Geral,7372,1
1279,57,2024-03-19,Preventiva Programada,Revisao Geral,6299,1
1280,58,2024-03-19,Preventiva Programada,Revisao Geral,8136,1
1281,59,2024-03-19,Preventiva Programada,Revisao Geral,6424,1
1282,61,2024-03-19,Preventiva Programada,Revisao Geral,7888,1
1283,62,2024-03-19,Preventiva Programada,Revisao Geral,5238,1
1284,66,2024-03-19,Preventiva Programada,Revisao Geral,10630,1
1285,67,2024-03-19,Preventiva Programada,Revisao Geral,9781,1
1286,72,2024-03-19,Preventiva Programada,Revisao Geral,6600,1
1287,74,2024-03-19,Preventiva Programada,Revisao Geral,9454,1
1288,80,2024-03-19,Preventiva Programada,Revisao Geral,9836,1
1289,71,2024-03-23,Corretiva Nao Planejada,Sistema de Propulsão,47374,8
1290,71,2024-03-24,Corretiva Nao Planejada,Sistema de Propulsão,70303,12
1291,71,2024-03-24,Corretiva Nao Planejada,Sistema de Propulsão,29478,9
1292,26,2024-03-25,Corretiva Nao Planejada,Sistema de Propulsão,26725,11
1293,71,2024-03-25,Corretiva Nao Planejada,Sistema de Propulsão,66476,7
1294,71,2024-03-26,Corretiva Nao Planejada,Sistema de Propulsão,78385,5
1295,26,2024-03-27,Corretiva Nao Planejada,Sistema de Propulsão,74129,10
1296,26,2024-03-28,Corretiva Nao Planejada,Sistema de Propulsão,89421,11
1297,71,2024-03-28,Corretiva Nao Planejada,Sistema de Propulsão,51661,8
1298,26,2024-03-29,Corretiva Nao Planejada,Sistema de Propulsão,30425,5
1299,71,2024-03-29,Corretiva Nao Planejada,Sistema de Propulsão,77335,6
1300,71,2024-03-30,Corretiva Nao Planejada,Sistema de Propulsão,62004,6
1301,71,2024-03-31,Corretiva Nao Planejada,Sistema de Propulsão,58439,7
1302,71,2024-04-01,Corretiva Nao Planejada,Sistema de Propulsão,76520,9
1303,71,2024-04-01,Corretiva Nao Planejada,Sistema de Propulsão,53406,12
1304,34,2024-04-11,Preventiva Programada,Revisao Geral,8280,1
1305,79,2024-04-16,Preventiva Programada,Revisao Geral,10754,1
1306,31,2024-04-16,Preventiva Programada,Revisao Geral,8024,1
1307,3,2024-04-16,Preventiva Programada,Revisao Geral,6025,1
